product_id,product_name,supplier_name,supplier_location,price,rating,description,features,type,prefixed_text,service_id,service_name,price_range
P023,industrial valves model 910,Supplier 20,"mumbai, india",6934.0,3.6,"industrial valves designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 2 years, Weight: 22 kg, Power: 466 kW",product,"industrial valves model 910 industrial valves designed for industrial applications, with advanced features for durability and efficiency. price:6934 rating:3.6 location:mumbai, india",,,
P024,filters model 208,Supplier 5,"mumbai, india",13632.0,4.9,"filters designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 18 kg, Power: 267 kW",product,"filters model 208 filters designed for commercial applications, with advanced features for durability and efficiency. price:13632 rating:4.9 location:mumbai, india",,,
P025,industrial valves model 998,Supplier 15,"beijing, china",6817.0,4.6,"industrial valves designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 1 years, Weight: 91 kg, Power: 232 kW",product,"industrial valves model 998 industrial valves designed for industrial applications, with advanced features for durability and efficiency. price:6817 rating:4.6 location:beijing, china",,,
P026,generators model 997,Supplier 26,"sydney, australia",5705.0,3.9,"generators designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 1 years, Weight: 63 kg, Power: 451 kW",product,"generators model 997 generators designed for industrial applications, with advanced features for durability and efficiency. price:5705 rating:3.9 location:sydney, australia",,,
P027,drilling equipment model 510,Supplier 25,"paris, france",13991.0,4.0,"drilling equipment designed for commercial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 85 kg, Power: 181 kW",product,"drilling equipment model 510 drilling equipment designed for commercial applications, with advanced features for durability and efficiency. price:13991 rating:4.0 location:paris, france",,,
P028,drilling equipment model 421,Supplier 16,"berlin, germany",10841.0,4.0,"drilling equipment designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 4 years, Weight: 54 kg, Power: 417 kW",product,"drilling equipment model 421 drilling equipment designed for industrial applications, with advanced features for durability and efficiency. price:10841 rating:4.0 location:berlin, germany",,,
P029,hvac systems model 496,Supplier 2,"toronto, canada",10369.0,4.2,"hvac systems designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 2 years, Weight: 95 kg, Power: 433 kW",product,"hvac systems model 496 hvac systems designed for industrial applications, with advanced features for durability and efficiency. price:10369 rating:4.2 location:toronto, canada",,,
P030,welding machines model 631,Supplier 12,"paris, france",4947.0,4.7,"welding machines designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 3 years, Weight: 99 kg, Power: 392 kW",product,"welding machines model 631 welding machines designed for residential applications, with advanced features for durability and efficiency. price:4947 rating:4.7 location:paris, france",,,
P031,welding machines model 805,Supplier 19,"berlin, germany",7232.0,4.9,"welding machines designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 1 years, Weight: 20 kg, Power: 428 kW",product,"welding machines model 805 welding machines designed for industrial applications, with advanced features for durability and efficiency. price:7232 rating:4.9 location:berlin, germany",,,
P032,hvac systems model 644,Supplier 21,"tokyo, japan",9798.0,4.5,"hvac systems designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 95 kg, Power: 428 kW",product,"hvac systems model 644 hvac systems designed for industrial applications, with advanced features for durability and efficiency. price:9798 rating:4.5 location:tokyo, japan",,,
P033,hvac systems model 782,Supplier 26,"dubai, uae",7617.0,3.6,"hvac systems designed for commercial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 2 years, Weight: 71 kg, Power: 155 kW",product,"hvac systems model 782 hvac systems designed for commercial applications, with advanced features for durability and efficiency. price:7617 rating:3.6 location:dubai, uae",,,
P034,filters model 632,Supplier 23,"london, uk",13849.0,5.0,"filters designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 65 kg, Power: 307 kW",product,"filters model 632 filters designed for industrial applications, with advanced features for durability and efficiency. price:13849 rating:5.0 location:london, uk",,,
P035,hvac systems model 460,Supplier 27,"london, uk",5904.0,3.9,"hvac systems designed for commercial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 1 years, Weight: 44 kg, Power: 485 kW",product,"hvac systems model 460 hvac systems designed for commercial applications, with advanced features for durability and efficiency. price:5904 rating:3.9 location:london, uk",,,
P036,hvac systems model 248,Supplier 3,"sydney, australia",9319.0,4.4,"hvac systems designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 90 kg, Power: 192 kW",product,"hvac systems model 248 hvac systems designed for industrial applications, with advanced features for durability and efficiency. price:9319 rating:4.4 location:sydney, australia",,,
P037,welding machines model 357,Supplier 8,"sydney, australia",9070.0,4.7,"welding machines designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 39 kg, Power: 398 kW",product,"welding machines model 357 welding machines designed for industrial applications, with advanced features for durability and efficiency. price:9070 rating:4.7 location:sydney, australia",,,
P038,pumps model 270,Supplier 9,"mumbai, india",1057.0,4.7,"pumps designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 87 kg, Power: 344 kW",product,"pumps model 270 pumps designed for industrial applications, with advanced features for durability and efficiency. price:1057 rating:4.7 location:mumbai, india",,,
P039,bolts and fasteners model 932,Supplier 26,"paris, france",16143.0,4.7,"bolts and fasteners designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 76 kg, Power: 250 kW",product,"bolts and fasteners model 932 bolts and fasteners designed for commercial applications, with advanced features for durability and efficiency. price:16143 rating:4.7 location:paris, france",,,
P040,filters model 821,Supplier 14,"sydney, australia",2805.0,3.6,"filters designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 3 years, Weight: 36 kg, Power: 60 kW",product,"filters model 821 filters designed for industrial applications, with advanced features for durability and efficiency. price:2805 rating:3.6 location:sydney, australia",,,
P041,drilling equipment model 154,Supplier 7,"paris, france",2381.0,4.6,"drilling equipment designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 33 kg, Power: 163 kW",product,"drilling equipment model 154 drilling equipment designed for residential applications, with advanced features for durability and efficiency. price:2381 rating:4.6 location:paris, france",,,
P042,hvac systems model 336,Supplier 26,"beijing, china",9255.0,3.7,"hvac systems designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 4 years, Weight: 51 kg, Power: 426 kW",product,"hvac systems model 336 hvac systems designed for industrial applications, with advanced features for durability and efficiency. price:9255 rating:3.7 location:beijing, china",,,
P043,industrial valves model 773,Supplier 10,"dubai, uae",9802.0,3.8,"industrial valves designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 19 kg, Power: 238 kW",product,"industrial valves model 773 industrial valves designed for industrial applications, with advanced features for durability and efficiency. price:9802 rating:3.8 location:dubai, uae",,,
P044,pumps model 163,Supplier 20,"tokyo, japan",15971.0,4.9,"pumps designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 86 kg, Power: 260 kW",product,"pumps model 163 pumps designed for residential applications, with advanced features for durability and efficiency. price:15971 rating:4.9 location:tokyo, japan",,,
P045,filters model 682,Supplier 29,"berlin, germany",4994.0,3.7,"filters designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 2 years, Weight: 44 kg, Power: 92 kW",product,"filters model 682 filters designed for residential applications, with advanced features for durability and efficiency. price:4994 rating:3.7 location:berlin, germany",,,
P046,generators model 243,Supplier 7,"mumbai, india",18304.0,3.7,"generators designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 12 kg, Power: 148 kW",product,"generators model 243 generators designed for residential applications, with advanced features for durability and efficiency. price:18304 rating:3.7 location:mumbai, india",,,
P047,air compressors model 325,Supplier 19,"toronto, canada",4651.0,4.5,"air compressors designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 34 kg, Power: 138 kW",product,"air compressors model 325 air compressors designed for commercial applications, with advanced features for durability and efficiency. price:4651 rating:4.5 location:toronto, canada",,,
P048,drilling equipment model 364,Supplier 27,"toronto, canada",3594.0,4.3,"drilling equipment designed for commercial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 3 years, Weight: 51 kg, Power: 326 kW",product,"drilling equipment model 364 drilling equipment designed for commercial applications, with advanced features for durability and efficiency. price:3594 rating:4.3 location:toronto, canada",,,
P049,industrial valves model 456,Supplier 29,"berlin, germany",4407.0,3.5,"industrial valves designed for commercial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 55 kg, Power: 85 kW",product,"industrial valves model 456 industrial valves designed for commercial applications, with advanced features for durability and efficiency. price:4407 rating:3.5 location:berlin, germany",,,
P050,welding machines model 348,Supplier 14,"mumbai, india",3505.0,4.5,"welding machines designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 92 kg, Power: 167 kW",product,"welding machines model 348 welding machines designed for commercial applications, with advanced features for durability and efficiency. price:3505 rating:4.5 location:mumbai, india",,,
P051,generators model 163,Supplier 20,"paris, france",13424.0,4.9,"generators designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 81 kg, Power: 448 kW",product,"generators model 163 generators designed for industrial applications, with advanced features for durability and efficiency. price:13424 rating:4.9 location:paris, france",,,
P052,drilling equipment model 847,Supplier 5,"london, uk",17708.0,3.9,"drilling equipment designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 54 kg, Power: 475 kW",product,"drilling equipment model 847 drilling equipment designed for industrial applications, with advanced features for durability and efficiency. price:17708 rating:3.9 location:london, uk",,,
P053,conveyors model 573,Supplier 26,"tokyo, japan",9444.0,4.4,"conveyors designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 94 kg, Power: 241 kW",product,"conveyors model 573 conveyors designed for commercial applications, with advanced features for durability and efficiency. price:9444 rating:4.4 location:tokyo, japan",,,
P054,air compressors model 898,Supplier 17,"paris, france",10852.0,4.4,"air compressors designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 1 years, Weight: 58 kg, Power: 312 kW",product,"air compressors model 898 air compressors designed for industrial applications, with advanced features for durability and efficiency. price:10852 rating:4.4 location:paris, france",,,
P055,filters model 195,Supplier 7,"mumbai, india",8425.0,4.4,"filters designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 99 kg, Power: 140 kW",product,"filters model 195 filters designed for residential applications, with advanced features for durability and efficiency. price:8425 rating:4.4 location:mumbai, india",,,
P056,pumps model 689,Supplier 10,"sydney, australia",5606.0,3.5,"pumps designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 17 kg, Power: 259 kW",product,"pumps model 689 pumps designed for commercial applications, with advanced features for durability and efficiency. price:5606 rating:3.5 location:sydney, australia",,,
P057,generators model 806,Supplier 14,"toronto, canada",9903.0,4.9,"generators designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 83 kg, Power: 488 kW",product,"generators model 806 generators designed for commercial applications, with advanced features for durability and efficiency. price:9903 rating:4.9 location:toronto, canada",,,
P058,filters model 330,Supplier 29,"mumbai, india",9647.0,3.7,"filters designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 12 kg, Power: 293 kW",product,"filters model 330 filters designed for commercial applications, with advanced features for durability and efficiency. price:9647 rating:3.7 location:mumbai, india",,,
P059,drilling equipment model 933,Supplier 27,"new york, usa",2310.0,4.6,"drilling equipment designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 92 kg, Power: 446 kW",product,"drilling equipment model 933 drilling equipment designed for industrial applications, with advanced features for durability and efficiency. price:2310 rating:4.6 location:new york, usa",,,
P060,air compressors model 619,Supplier 11,"paris, france",13441.0,3.9,"air compressors designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 71 kg, Power: 457 kW",product,"air compressors model 619 air compressors designed for industrial applications, with advanced features for durability and efficiency. price:13441 rating:3.9 location:paris, france",,,
P061,hvac systems model 614,Supplier 12,"dubai, uae",6185.0,4.9,"hvac systems designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 25 kg, Power: 376 kW",product,"hvac systems model 614 hvac systems designed for industrial applications, with advanced features for durability and efficiency. price:6185 rating:4.9 location:dubai, uae",,,
P062,generators model 322,Supplier 16,"new york, usa",19803.0,3.6,"generators designed for commercial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 92 kg, Power: 113 kW",product,"generators model 322 generators designed for commercial applications, with advanced features for durability and efficiency. price:19803 rating:3.6 location:new york, usa",,,
P063,bolts and fasteners model 336,Supplier 13,"london, uk",4813.0,4.5,"bolts and fasteners designed for commercial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 14 kg, Power: 251 kW",product,"bolts and fasteners model 336 bolts and fasteners designed for commercial applications, with advanced features for durability and efficiency. price:4813 rating:4.5 location:london, uk",,,
P064,air compressors model 762,Supplier 15,"beijing, china",17232.0,3.9,"air compressors designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 1 years, Weight: 14 kg, Power: 359 kW",product,"air compressors model 762 air compressors designed for commercial applications, with advanced features for durability and efficiency. price:17232 rating:3.9 location:beijing, china",,,
P065,industrial valves model 709,Supplier 18,"tokyo, japan",9418.0,4.3,"industrial valves designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 75 kg, Power: 386 kW",product,"industrial valves model 709 industrial valves designed for residential applications, with advanced features for durability and efficiency. price:9418 rating:4.3 location:tokyo, japan",,,
P066,conveyors model 262,Supplier 29,"berlin, germany",8984.0,3.8,"conveyors designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 2 years, Weight: 79 kg, Power: 385 kW",product,"conveyors model 262 conveyors designed for industrial applications, with advanced features for durability and efficiency. price:8984 rating:3.8 location:berlin, germany",,,
P067,hvac systems model 582,Supplier 14,"sydney, australia",3494.0,3.6,"hvac systems designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 77 kg, Power: 340 kW",product,"hvac systems model 582 hvac systems designed for commercial applications, with advanced features for durability and efficiency. price:3494 rating:3.6 location:sydney, australia",,,
P068,filters model 346,Supplier 27,"berlin, germany",13518.0,3.5,"filters designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 2 years, Weight: 58 kg, Power: 54 kW",product,"filters model 346 filters designed for residential applications, with advanced features for durability and efficiency. price:13518 rating:3.5 location:berlin, germany",,,
P069,conveyors model 204,Supplier 4,"dubai, uae",3693.0,4.3,"conveyors designed for commercial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 27 kg, Power: 342 kW",product,"conveyors model 204 conveyors designed for commercial applications, with advanced features for durability and efficiency. price:3693 rating:4.3 location:dubai, uae",,,
P070,bolts and fasteners model 205,Supplier 24,"new york, usa",5769.0,4.2,"bolts and fasteners designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 64 kg, Power: 337 kW",product,"bolts and fasteners model 205 bolts and fasteners designed for commercial applications, with advanced features for durability and efficiency. price:5769 rating:4.2 location:new york, usa",,,
P071,air compressors model 980,Supplier 26,"tokyo, japan",9498.0,3.8,"air compressors designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 32 kg, Power: 290 kW",product,"air compressors model 980 air compressors designed for commercial applications, with advanced features for durability and efficiency. price:9498 rating:3.8 location:tokyo, japan",,,
P072,conveyors model 531,Supplier 6,"dubai, uae",5389.0,4.1,"conveyors designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 57 kg, Power: 323 kW",product,"conveyors model 531 conveyors designed for industrial applications, with advanced features for durability and efficiency. price:5389 rating:4.1 location:dubai, uae",,,
P073,pumps model 572,Supplier 1,"dubai, uae",8237.0,4.1,"pumps designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 1 years, Weight: 27 kg, Power: 72 kW",product,"pumps model 572 pumps designed for commercial applications, with advanced features for durability and efficiency. price:8237 rating:4.1 location:dubai, uae",,,
P074,hvac systems model 202,Supplier 23,"mumbai, india",13109.0,4.9,"hvac systems designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 56 kg, Power: 130 kW",product,"hvac systems model 202 hvac systems designed for residential applications, with advanced features for durability and efficiency. price:13109 rating:4.9 location:mumbai, india",,,
P075,filters model 546,Supplier 1,"dubai, uae",14354.0,4.1,"filters designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 1 years, Weight: 44 kg, Power: 255 kW",product,"filters model 546 filters designed for residential applications, with advanced features for durability and efficiency. price:14354 rating:4.1 location:dubai, uae",,,
P076,industrial valves model 706,Supplier 7,"tokyo, japan",17413.0,4.1,"industrial valves designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 4 years, Weight: 91 kg, Power: 203 kW",product,"industrial valves model 706 industrial valves designed for residential applications, with advanced features for durability and efficiency. price:17413 rating:4.1 location:tokyo, japan",,,
P077,filters model 697,Supplier 1,"new york, usa",4218.0,4.0,"filters designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 4 years, Weight: 26 kg, Power: 367 kW",product,"filters model 697 filters designed for industrial applications, with advanced features for durability and efficiency. price:4218 rating:4.0 location:new york, usa",,,
P078,air compressors model 424,Supplier 12,"paris, france",13312.0,4.8,"air compressors designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 31 kg, Power: 179 kW",product,"air compressors model 424 air compressors designed for commercial applications, with advanced features for durability and efficiency. price:13312 rating:4.8 location:paris, france",,,
P079,hvac systems model 806,Supplier 26,"new york, usa",14493.0,3.6,"hvac systems designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 30 kg, Power: 296 kW",product,"hvac systems model 806 hvac systems designed for residential applications, with advanced features for durability and efficiency. price:14493 rating:3.6 location:new york, usa",,,
P080,welding machines model 414,Supplier 16,"paris, france",9168.0,4.8,"welding machines designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 65 kg, Power: 472 kW",product,"welding machines model 414 welding machines designed for industrial applications, with advanced features for durability and efficiency. price:9168 rating:4.8 location:paris, france",,,
P081,bolts and fasteners model 533,Supplier 22,"sydney, australia",5925.0,4.5,"bolts and fasteners designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 67 kg, Power: 64 kW",product,"bolts and fasteners model 533 bolts and fasteners designed for residential applications, with advanced features for durability and efficiency. price:5925 rating:4.5 location:sydney, australia",,,
P082,air compressors model 590,Supplier 20,"new york, usa",13612.0,4.4,"air compressors designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 56 kg, Power: 165 kW",product,"air compressors model 590 air compressors designed for industrial applications, with advanced features for durability and efficiency. price:13612 rating:4.4 location:new york, usa",,,
P083,bolts and fasteners model 980,Supplier 30,"paris, france",17245.0,4.1,"bolts and fasteners designed for commercial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 10 kg, Power: 481 kW",product,"bolts and fasteners model 980 bolts and fasteners designed for commercial applications, with advanced features for durability and efficiency. price:17245 rating:4.1 location:paris, france",,,
P084,drilling equipment model 685,Supplier 1,"mumbai, india",8719.0,4.8,"drilling equipment designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 78 kg, Power: 378 kW",product,"drilling equipment model 685 drilling equipment designed for industrial applications, with advanced features for durability and efficiency. price:8719 rating:4.8 location:mumbai, india",,,
P085,generators model 964,Supplier 19,"tokyo, japan",7432.0,3.6,"generators designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 57 kg, Power: 89 kW",product,"generators model 964 generators designed for residential applications, with advanced features for durability and efficiency. price:7432 rating:3.6 location:tokyo, japan",,,
