product_id,product_name,supplier_name,supplier_location,price,rating,description,features,type,prefixed_text,service_id,service_name,price_range
P021,Welding Machines Model 231,Supplier 16,"Sydney, Australia",8950.0,3.9,"Welding Machines designed for commercial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 1 years, Weight: 96 kg, Power: 369 kW",product,"Welding Machines Model 231 Welding Machines designed for commercial applications, with advanced features for durability and efficiency. Price:8950 Rating:3.9 Location:Sydney, Australia",,,
P022,Air Compressors Model 410,Supplier 20,"Tokyo, Japan",17836.0,4.4,"Air Compressors designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 2 years, Weight: 26 kg, Power: 70 kW",product,"Air Compressors Model 410 Air Compressors designed for residential applications, with advanced features for durability and efficiency. Price:17836 Rating:4.4 Location:Tokyo, Japan",,,
P023,Industrial Valves Model 910,Supplier 20,"Mumbai, India",6934.0,3.6,"Industrial Valves designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 2 years, Weight: 22 kg, Power: 466 kW",product,"Industrial Valves Model 910 Industrial Valves designed for industrial applications, with advanced features for durability and efficiency. Price:6934 Rating:3.6 Location:Mumbai, India",,,
P024,Filters Model 208,Supplier 5,"Mumbai, India",13632.0,4.9,"Filters designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 18 kg, Power: 267 kW",product,"Filters Model 208 Filters designed for commercial applications, with advanced features for durability and efficiency. Price:13632 Rating:4.9 Location:Mumbai, India",,,
P025,Industrial Valves Model 998,Supplier 15,"Beijing, China",6817.0,4.6,"Industrial Valves designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 1 years, Weight: 91 kg, Power: 232 kW",product,"Industrial Valves Model 998 Industrial Valves designed for industrial applications, with advanced features for durability and efficiency. Price:6817 Rating:4.6 Location:Beijing, China",,,
P026,Generators Model 997,Supplier 26,"Sydney, Australia",5705.0,3.9,"Generators designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 1 years, Weight: 63 kg, Power: 451 kW",product,"Generators Model 997 Generators designed for industrial applications, with advanced features for durability and efficiency. Price:5705 Rating:3.9 Location:Sydney, Australia",,,
P027,Drilling Equipment Model 510,Supplier 25,"Paris, France",13991.0,4.0,"Drilling Equipment designed for commercial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 85 kg, Power: 181 kW",product,"Drilling Equipment Model 510 Drilling Equipment designed for commercial applications, with advanced features for durability and efficiency. Price:13991 Rating:4.0 Location:Paris, France",,,
P028,Drilling Equipment Model 421,Supplier 16,"Berlin, Germany",10841.0,4.0,"Drilling Equipment designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 4 years, Weight: 54 kg, Power: 417 kW",product,"Drilling Equipment Model 421 Drilling Equipment designed for industrial applications, with advanced features for durability and efficiency. Price:10841 Rating:4.0 Location:Berlin, Germany",,,
P029,HVAC Systems Model 496,Supplier 2,"Toronto, Canada",10369.0,4.2,"HVAC Systems designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 2 years, Weight: 95 kg, Power: 433 kW",product,"HVAC Systems Model 496 HVAC Systems designed for industrial applications, with advanced features for durability and efficiency. Price:10369 Rating:4.2 Location:Toronto, Canada",,,
P030,Welding Machines Model 631,Supplier 12,"Paris, France",4947.0,4.7,"Welding Machines designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 3 years, Weight: 99 kg, Power: 392 kW",product,"Welding Machines Model 631 Welding Machines designed for residential applications, with advanced features for durability and efficiency. Price:4947 Rating:4.7 Location:Paris, France",,,
P031,Welding Machines Model 805,Supplier 19,"Berlin, Germany",7232.0,4.9,"Welding Machines designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 1 years, Weight: 20 kg, Power: 428 kW",product,"Welding Machines Model 805 Welding Machines designed for industrial applications, with advanced features for durability and efficiency. Price:7232 Rating:4.9 Location:Berlin, Germany",,,
P032,HVAC Systems Model 644,Supplier 21,"Tokyo, Japan",9798.0,4.5,"HVAC Systems designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 95 kg, Power: 428 kW",product,"HVAC Systems Model 644 HVAC Systems designed for industrial applications, with advanced features for durability and efficiency. Price:9798 Rating:4.5 Location:Tokyo, Japan",,,
P033,HVAC Systems Model 782,Supplier 26,"Dubai, UAE",7617.0,3.6,"HVAC Systems designed for commercial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 2 years, Weight: 71 kg, Power: 155 kW",product,"HVAC Systems Model 782 HVAC Systems designed for commercial applications, with advanced features for durability and efficiency. Price:7617 Rating:3.6 Location:Dubai, UAE",,,
P034,Filters Model 632,Supplier 23,"London, UK",13849.0,5.0,"Filters designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 65 kg, Power: 307 kW",product,"Filters Model 632 Filters designed for industrial applications, with advanced features for durability and efficiency. Price:13849 Rating:5.0 Location:London, UK",,,
P035,HVAC Systems Model 460,Supplier 27,"London, UK",5904.0,3.9,"HVAC Systems designed for commercial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 1 years, Weight: 44 kg, Power: 485 kW",product,"HVAC Systems Model 460 HVAC Systems designed for commercial applications, with advanced features for durability and efficiency. Price:5904 Rating:3.9 Location:London, UK",,,
P036,HVAC Systems Model 248,Supplier 3,"Sydney, Australia",9319.0,4.4,"HVAC Systems designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 90 kg, Power: 192 kW",product,"HVAC Systems Model 248 HVAC Systems designed for industrial applications, with advanced features for durability and efficiency. Price:9319 Rating:4.4 Location:Sydney, Australia",,,
P037,Welding Machines Model 357,Supplier 8,"Sydney, Australia",9070.0,4.7,"Welding Machines designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 39 kg, Power: 398 kW",product,"Welding Machines Model 357 Welding Machines designed for industrial applications, with advanced features for durability and efficiency. Price:9070 Rating:4.7 Location:Sydney, Australia",,,
P038,Pumps Model 270,Supplier 9,"Mumbai, India",1057.0,4.7,"Pumps designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 87 kg, Power: 344 kW",product,"Pumps Model 270 Pumps designed for industrial applications, with advanced features for durability and efficiency. Price:1057 Rating:4.7 Location:Mumbai, India",,,
P039,Bolts and Fasteners Model 932,Supplier 26,"Paris, France",16143.0,4.7,"Bolts and Fasteners designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 76 kg, Power: 250 kW",product,"Bolts and Fasteners Model 932 Bolts and Fasteners designed for commercial applications, with advanced features for durability and efficiency. Price:16143 Rating:4.7 Location:Paris, France",,,
P040,Filters Model 821,Supplier 14,"Sydney, Australia",2805.0,3.6,"Filters designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 3 years, Weight: 36 kg, Power: 60 kW",product,"Filters Model 821 Filters designed for industrial applications, with advanced features for durability and efficiency. Price:2805 Rating:3.6 Location:Sydney, Australia",,,
P041,Drilling Equipment Model 154,Supplier 7,"Paris, France",2381.0,4.6,"Drilling Equipment designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 33 kg, Power: 163 kW",product,"Drilling Equipment Model 154 Drilling Equipment designed for residential applications, with advanced features for durability and efficiency. Price:2381 Rating:4.6 Location:Paris, France",,,
P042,HVAC Systems Model 336,Supplier 26,"Beijing, China",9255.0,3.7,"HVAC Systems designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 4 years, Weight: 51 kg, Power: 426 kW",product,"HVAC Systems Model 336 HVAC Systems designed for industrial applications, with advanced features for durability and efficiency. Price:9255 Rating:3.7 Location:Beijing, China",,,
P043,Industrial Valves Model 773,Supplier 10,"Dubai, UAE",9802.0,3.8,"Industrial Valves designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 19 kg, Power: 238 kW",product,"Industrial Valves Model 773 Industrial Valves designed for industrial applications, with advanced features for durability and efficiency. Price:9802 Rating:3.8 Location:Dubai, UAE",,,
P044,Pumps Model 163,Supplier 20,"Tokyo, Japan",15971.0,4.9,"Pumps designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 86 kg, Power: 260 kW",product,"Pumps Model 163 Pumps designed for residential applications, with advanced features for durability and efficiency. Price:15971 Rating:4.9 Location:Tokyo, Japan",,,
P045,Filters Model 682,Supplier 29,"Berlin, Germany",4994.0,3.7,"Filters designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 2 years, Weight: 44 kg, Power: 92 kW",product,"Filters Model 682 Filters designed for residential applications, with advanced features for durability and efficiency. Price:4994 Rating:3.7 Location:Berlin, Germany",,,
P046,Generators Model 243,Supplier 7,"Mumbai, India",18304.0,3.7,"Generators designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 12 kg, Power: 148 kW",product,"Generators Model 243 Generators designed for residential applications, with advanced features for durability and efficiency. Price:18304 Rating:3.7 Location:Mumbai, India",,,
P047,Air Compressors Model 325,Supplier 19,"Toronto, Canada",4651.0,4.5,"Air Compressors designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 34 kg, Power: 138 kW",product,"Air Compressors Model 325 Air Compressors designed for commercial applications, with advanced features for durability and efficiency. Price:4651 Rating:4.5 Location:Toronto, Canada",,,
P048,Drilling Equipment Model 364,Supplier 27,"Toronto, Canada",3594.0,4.3,"Drilling Equipment designed for commercial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 3 years, Weight: 51 kg, Power: 326 kW",product,"Drilling Equipment Model 364 Drilling Equipment designed for commercial applications, with advanced features for durability and efficiency. Price:3594 Rating:4.3 Location:Toronto, Canada",,,
P049,Industrial Valves Model 456,Supplier 29,"Berlin, Germany",4407.0,3.5,"Industrial Valves designed for commercial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 55 kg, Power: 85 kW",product,"Industrial Valves Model 456 Industrial Valves designed for commercial applications, with advanced features for durability and efficiency. Price:4407 Rating:3.5 Location:Berlin, Germany",,,
P050,Welding Machines Model 348,Supplier 14,"Mumbai, India",3505.0,4.5,"Welding Machines designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 92 kg, Power: 167 kW",product,"Welding Machines Model 348 Welding Machines designed for commercial applications, with advanced features for durability and efficiency. Price:3505 Rating:4.5 Location:Mumbai, India",,,
P051,Generators Model 163,Supplier 20,"Paris, France",13424.0,4.9,"Generators designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 81 kg, Power: 448 kW",product,"Generators Model 163 Generators designed for industrial applications, with advanced features for durability and efficiency. Price:13424 Rating:4.9 Location:Paris, France",,,
P052,Drilling Equipment Model 847,Supplier 5,"London, UK",17708.0,3.9,"Drilling Equipment designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 54 kg, Power: 475 kW",product,"Drilling Equipment Model 847 Drilling Equipment designed for industrial applications, with advanced features for durability and efficiency. Price:17708 Rating:3.9 Location:London, UK",,,
P053,Conveyors Model 573,Supplier 26,"Tokyo, Japan",9444.0,4.4,"Conveyors designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 94 kg, Power: 241 kW",product,"Conveyors Model 573 Conveyors designed for commercial applications, with advanced features for durability and efficiency. Price:9444 Rating:4.4 Location:Tokyo, Japan",,,
P054,Air Compressors Model 898,Supplier 17,"Paris, France",10852.0,4.4,"Air Compressors designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 1 years, Weight: 58 kg, Power: 312 kW",product,"Air Compressors Model 898 Air Compressors designed for industrial applications, with advanced features for durability and efficiency. Price:10852 Rating:4.4 Location:Paris, France",,,
P055,Filters Model 195,Supplier 7,"Mumbai, India",8425.0,4.4,"Filters designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 99 kg, Power: 140 kW",product,"Filters Model 195 Filters designed for residential applications, with advanced features for durability and efficiency. Price:8425 Rating:4.4 Location:Mumbai, India",,,
P056,Pumps Model 689,Supplier 10,"Sydney, Australia",5606.0,3.5,"Pumps designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 17 kg, Power: 259 kW",product,"Pumps Model 689 Pumps designed for commercial applications, with advanced features for durability and efficiency. Price:5606 Rating:3.5 Location:Sydney, Australia",,,
P057,Generators Model 806,Supplier 14,"Toronto, Canada",9903.0,4.9,"Generators designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 83 kg, Power: 488 kW",product,"Generators Model 806 Generators designed for commercial applications, with advanced features for durability and efficiency. Price:9903 Rating:4.9 Location:Toronto, Canada",,,
P058,Filters Model 330,Supplier 29,"Mumbai, India",9647.0,3.7,"Filters designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 12 kg, Power: 293 kW",product,"Filters Model 330 Filters designed for commercial applications, with advanced features for durability and efficiency. Price:9647 Rating:3.7 Location:Mumbai, India",,,
P059,Drilling Equipment Model 933,Supplier 27,"New York, USA",2310.0,4.6,"Drilling Equipment designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 92 kg, Power: 446 kW",product,"Drilling Equipment Model 933 Drilling Equipment designed for industrial applications, with advanced features for durability and efficiency. Price:2310 Rating:4.6 Location:New York, USA",,,
P060,Air Compressors Model 619,Supplier 11,"Paris, France",13441.0,3.9,"Air Compressors designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 71 kg, Power: 457 kW",product,"Air Compressors Model 619 Air Compressors designed for industrial applications, with advanced features for durability and efficiency. Price:13441 Rating:3.9 Location:Paris, France",,,
P061,HVAC Systems Model 614,Supplier 12,"Dubai, UAE",6185.0,4.9,"HVAC Systems designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 25 kg, Power: 376 kW",product,"HVAC Systems Model 614 HVAC Systems designed for industrial applications, with advanced features for durability and efficiency. Price:6185 Rating:4.9 Location:Dubai, UAE",,,
P062,Generators Model 322,Supplier 16,"New York, USA",19803.0,3.6,"Generators designed for commercial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 92 kg, Power: 113 kW",product,"Generators Model 322 Generators designed for commercial applications, with advanced features for durability and efficiency. Price:19803 Rating:3.6 Location:New York, USA",,,
P063,Bolts and Fasteners Model 336,Supplier 13,"London, UK",4813.0,4.5,"Bolts and Fasteners designed for commercial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 14 kg, Power: 251 kW",product,"Bolts and Fasteners Model 336 Bolts and Fasteners designed for commercial applications, with advanced features for durability and efficiency. Price:4813 Rating:4.5 Location:London, UK",,,
P064,Air Compressors Model 762,Supplier 15,"Beijing, China",17232.0,3.9,"Air Compressors designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 1 years, Weight: 14 kg, Power: 359 kW",product,"Air Compressors Model 762 Air Compressors designed for commercial applications, with advanced features for durability and efficiency. Price:17232 Rating:3.9 Location:Beijing, China",,,
P065,Industrial Valves Model 709,Supplier 18,"Tokyo, Japan",9418.0,4.3,"Industrial Valves designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 75 kg, Power: 386 kW",product,"Industrial Valves Model 709 Industrial Valves designed for residential applications, with advanced features for durability and efficiency. Price:9418 Rating:4.3 Location:Tokyo, Japan",,,
P066,Conveyors Model 262,Supplier 29,"Berlin, Germany",8984.0,3.8,"Conveyors designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 2 years, Weight: 79 kg, Power: 385 kW",product,"Conveyors Model 262 Conveyors designed for industrial applications, with advanced features for durability and efficiency. Price:8984 Rating:3.8 Location:Berlin, Germany",,,
P067,HVAC Systems Model 582,Supplier 14,"Sydney, Australia",3494.0,3.6,"HVAC Systems designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 77 kg, Power: 340 kW",product,"HVAC Systems Model 582 HVAC Systems designed for commercial applications, with advanced features for durability and efficiency. Price:3494 Rating:3.6 Location:Sydney, Australia",,,
P068,Filters Model 346,Supplier 27,"Berlin, Germany",13518.0,3.5,"Filters designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 2 years, Weight: 58 kg, Power: 54 kW",product,"Filters Model 346 Filters designed for residential applications, with advanced features for durability and efficiency. Price:13518 Rating:3.5 Location:Berlin, Germany",,,
P069,Conveyors Model 204,Supplier 4,"Dubai, UAE",3693.0,4.3,"Conveyors designed for commercial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 27 kg, Power: 342 kW",product,"Conveyors Model 204 Conveyors designed for commercial applications, with advanced features for durability and efficiency. Price:3693 Rating:4.3 Location:Dubai, UAE",,,
P070,Bolts and Fasteners Model 205,Supplier 24,"New York, USA",5769.0,4.2,"Bolts and Fasteners designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 64 kg, Power: 337 kW",product,"Bolts and Fasteners Model 205 Bolts and Fasteners designed for commercial applications, with advanced features for durability and efficiency. Price:5769 Rating:4.2 Location:New York, USA",,,
P071,Air Compressors Model 980,Supplier 26,"Tokyo, Japan",9498.0,3.8,"Air Compressors designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 32 kg, Power: 290 kW",product,"Air Compressors Model 980 Air Compressors designed for commercial applications, with advanced features for durability and efficiency. Price:9498 Rating:3.8 Location:Tokyo, Japan",,,
P072,Conveyors Model 531,Supplier 6,"Dubai, UAE",5389.0,4.1,"Conveyors designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 57 kg, Power: 323 kW",product,"Conveyors Model 531 Conveyors designed for industrial applications, with advanced features for durability and efficiency. Price:5389 Rating:4.1 Location:Dubai, UAE",,,
P073,Pumps Model 572,Supplier 1,"Dubai, UAE",8237.0,4.1,"Pumps designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 1 years, Weight: 27 kg, Power: 72 kW",product,"Pumps Model 572 Pumps designed for commercial applications, with advanced features for durability and efficiency. Price:8237 Rating:4.1 Location:Dubai, UAE",,,
P074,HVAC Systems Model 202,Supplier 23,"Mumbai, India",13109.0,4.9,"HVAC Systems designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 56 kg, Power: 130 kW",product,"HVAC Systems Model 202 HVAC Systems designed for residential applications, with advanced features for durability and efficiency. Price:13109 Rating:4.9 Location:Mumbai, India",,,
P075,Filters Model 546,Supplier 1,"Dubai, UAE",14354.0,4.1,"Filters designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 1 years, Weight: 44 kg, Power: 255 kW",product,"Filters Model 546 Filters designed for residential applications, with advanced features for durability and efficiency. Price:14354 Rating:4.1 Location:Dubai, UAE",,,
P076,Industrial Valves Model 706,Supplier 7,"Tokyo, Japan",17413.0,4.1,"Industrial Valves designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 4 years, Weight: 91 kg, Power: 203 kW",product,"Industrial Valves Model 706 Industrial Valves designed for residential applications, with advanced features for durability and efficiency. Price:17413 Rating:4.1 Location:Tokyo, Japan",,,
P077,Filters Model 697,Supplier 1,"New York, USA",4218.0,4.0,"Filters designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 4 years, Weight: 26 kg, Power: 367 kW",product,"Filters Model 697 Filters designed for industrial applications, with advanced features for durability and efficiency. Price:4218 Rating:4.0 Location:New York, USA",,,
P078,Air Compressors Model 424,Supplier 12,"Paris, France",13312.0,4.8,"Air Compressors designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 31 kg, Power: 179 kW",product,"Air Compressors Model 424 Air Compressors designed for commercial applications, with advanced features for durability and efficiency. Price:13312 Rating:4.8 Location:Paris, France",,,
